,Title,Company Name,Location,Date Of Puplication,skills,Salary,Requirements
158,Senior Technical Support Consultant - Dynatrace Team,"Giza Arabia Systems  Cairo, Egypt
6 days ago","Cairo, Egypt",6 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Technical Support
· Customer Support
· Customer Service
· Engineering
· Troubleshooting",Confidential,Null
159,Quantitative Trader Equities HFT - Dubai,"Harcourt Patterson Group  Dubai, United Arab Emirates
28 days ago","Dubai, United Arab Emirates",28 days ago,"Full Time
Not specified · Accounting/Finance · Analyst/Research
· economics
· egyptian stock market
· finance
· trading",Confidential,Null
160,Quantitative Trader Futures HFT - Dubai,"Harcourt Patterson Group  Dubai, United Arab Emirates
28 days ago","Dubai, United Arab Emirates",28 days ago,"Full Time
Not specified · Marketing/PR/Advertising · Media/Journalism/Publishing
· communication skills
· computer skills
· e-marketing
· fmcg",Confidential,Null
161,Quantitative Trader Futures MFT - Dubai,"Harcourt Patterson Group  Dubai, United Arab Emirates
28 days ago","Dubai, United Arab Emirates",28 days ago,"Full Time
Not specified · Marketing/PR/Advertising · Media/Journalism/Publishing
· communication skills
· computer skills
· e-marketing
· fmcg",Confidential,Null
162,Quantitative Trader Equities MFT - Dubai,"Harcourt Patterson Group  Dubai, United Arab Emirates
28 days ago","Dubai, United Arab Emirates",28 days ago,"Full Time
Not specified · Accounting/Finance · Analyst/Research
· economics
· egyptian stock market
· finance
· trading",Confidential,Null
163,Associate Project Engineer - UAE National,"Hitachi ABB Power Grids  Dubai, United Arab Emirates
7 days ago","Dubai, United Arab Emirates",7 days ago,"Full Time
Not specified · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical
· Project Management
· Engineering
· Civil Engineering
· Mechanical Engineering
· Information Technology (IT)
· Architecture
· Electrical Engineering",Confidential,Null
164,IT Engineer - Systems Administration (Part-time) | ICT and IT Security,"American University of Sharjah  Sharjah, United Arab Emirates
7 days ago","Sharjah, United Arab Emirates",7 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Engineering
· Software Engineering
· Computer Engineering
· javaScript",Confidential,Null
165,IT Engineer- Applications and Development (Part-time) | ICT and IT Security,"American University of Sharjah  Sharjah, United Arab Emirates
7 days ago","Sharjah, United Arab Emirates",7 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Software Engineering
· Computer Engineering
· Engineering
· SQL",Confidential,Null
166,System Administrator,"YMZ  Giza, Giza, Egypt
15 days ago","Giza, Giza, Egypt",15 days ago,"Full Time
Experienced · 1 - 2 Yrs of Exp · IT/Software Development
· RMS
· Odoo
· Information Technology (IT)",Confidential,"Proven experience as a System Administrator, Network Administrator or similar role
Experience with databases, networks (LAN, WAN) and patch management
Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery
Ability to create scripts in Python, Perl or other language
Familiarity with various operating systems and platforms
Resourcefulness and problem-solving aptitude
Excellent communication skills
Knowledge of RMS and Odoo systems is a must "
167,Full Stack Team Lead,"SATA Group  Nasr City, Cairo, Egypt
15 days ago","Nasr City, Cairo, Egypt",15 days ago,"Full Time
Experienced · 5 - 8 Yrs of Exp · IT/Software Development
· Sql, Node Js, Angular, .net, postman
· Computer Science","Confidential, Medical Insurance","From 5 to 8 years of experience
Degree in computer science.
Strong organizational and project management skills.
Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.
Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.
Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net.
Familiarity with database technology such as MySQL, Oracle, and MongoDB.
Excellent verbal communication skills.
Good problem-solving skills.
Attention to detail."
168,DevOps Lead,"SSC Egypt  New Cairo, Cairo, Egypt
15 days ago","New Cairo, Cairo, Egypt",15 days ago,"Full Time
Manager · 4 - 7 Yrs of Exp · IT/Software Development
· Jenkins
· Computer Science
· CI/CD
· Azure
· AWS",Confidential,"• Experience with containerization technologies such as Docker and Kubernetes
• Experience with CI/CD tools such as Jenkins, GitLab CI, or CircleCI
• Experience with configuration management tools such as Ansible, Puppet, or Chef
• Experience with cloud platforms such as AWS, Azure, or GCP
• Strong scripting skills in languages such as Bash, Python, or PowerShell"
169,Full Stack Developer,"Bekia  Cairo, Egypt
17 days ago","Cairo, Egypt",17 days ago,"Full Time
Experienced · 2 - 4 Yrs of Exp · IT/Software Development
· PHP
· Full Stack
· MySQL
· Angular
· Vue.js
· Amazon AWS",Confidential,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. Php Laravel, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field"
170,Backend Engineer (Remote),"Pemo  Cairo, Egypt
13 days ago","Cairo, Egypt",13 days ago,"Full Time
Work From Home
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Software Engineering
· Back-End
· Engineering
· PHP",Confidential,Null
171,Backend Developer,"Dillx  New Cairo, Cairo, Egypt
20 days ago","New Cairo, Cairo, Egypt",20 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· AWS
· backend
· Computer Science
· Engineering
· Information Technology (IT)
· Java
· Programming
· Software
· Software Development",Confidential,"Bachelor's degree in computer science, Software Engineering, or a related field. 
3 to 5 years of professional experience in backend development, with a focus on cloud-based solutions. 
Strong proficiency in programming languages such as Java, Python, or Node.js. 
Experience working with cloud platforms such as AWS, Azure, or Google Cloud. 
Solid understanding of distributed systems, data structures, and algorithms. 
Knowledge of containerization technologies like Docker and orchestration tools such as Kubernetes. 
Familiarity with database management systems, including SQL and NoSQL databases. 
Proven ability to work in an Agile development environment and deliver high-quality code on schedule. 
Excellent problem-solving skills and the ability to work independently as well as in a team. 
Strong communication and collaboration skills to effectively interact with stakeholders. 
Note: This job description is intended to convey information essential to understanding the scope of the position and the general nature and level of work performed by job holders within this job. It is not intended to be an exhaustive list of qualifications, skills, duties, or responsibilities associated with the position. 
BONUS SKILLS: 
Familiarity with DevOps practices and tools for continuous integration and deployment (CI/CD). 
Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes). 
Familiarity with cloud platforms (e.g., AWS, Azure, GCP) and serverless computing. "
172,Technical Lead,"Mediclinic International  Dubai, United Arab Emirates
16 days ago","Dubai, United Arab Emirates",16 days ago,"Full Time
Not specified · IT/Software Development · Operations/Management · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Computer Engineering
· Engineering
· Java
· Software Engineering",Confidential,Null
173,IT Specialist - Candidates with Diverse Disabilities,"IBM WTC Egypt  Cairo, Egypt
16 days ago","Cairo, Egypt",16 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Installation
· Maintenance
· Technical Support
· Software
· Troubleshooting",Confidential,Null
174,Software Development Engineer (Backend),"Investsky  Dubai, United Arab Emirates
16 days ago","Dubai, United Arab Emirates",16 days ago,"Full Time
Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Software Development
· Software Engineering
· Engineering
· Computer Engineering
· javaScript",Confidential,Null
175,"Manager, Data Architecture & Engineering Egypt - Giza - Orange Egypt","Orange Digital Ventures  Cairo, Egypt
16 days ago","Cairo, Egypt",16 days ago,"Full Time
Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology
· Engineering
· Information Technology (IT)
· Architecture
· Computer Science
· Project Management
· Civil Engineering
· Construction",Confidential,Null
